
INFO: Parsed 9109 items from F:\interlude\PTSscriptIT\script\itemdata.txt
WARN: No crystal_count key in 1395
WARN: No destroyable key in 1396
WARN: No dropable key in 1396
WARN: No tradeable key in 1396
WARN: No crystal_count key in 1396
WARN: No destroyable key in 1397
WARN: No dropable key in 1397
WARN: No tradeable key in 1397
WARN: No crystal_count key in 1397
WARN: No destroyable key in 1398
WARN: No dropable key in 1398
WARN: No tradeable key in 1398
WARN: No crystal_count key in 1398
WARN: No destroyable key in 1399
WARN: No dropable key in 1399
WARN: No tradeable key in 1399
WARN: No crystal_count key in 1399
INFO: Processing F:\projects\lucera3\dist\gameserver\data\items\1400-1499.xml...
WARN: No destroyable key in 1400
WARN: No dropable key in 1400
WARN: No tradeable key in 1400
WARN: No crystal_count key in 1400
WARN: No destroyable key in 1401
WARN: No dropable key in 1401
WARN: No tradeable key in 1401
WARN: No crystal_count key in 1401
WARN: No destroyable key in 1402
WARN: No dropable key in 1402
WARN: No tradeable key in 1402
WARN: No crystal_count key in 1402
WARN: No destroyable key in 1403
WARN: No dropable key in 1403
WARN: No tradeable key in 1403
WARN: No crystal_count key in 1403
WARN: No destroyable key in 1404
WARN: No dropable key in 1404
WARN: No tradeable key in 1404
WARN: No crystal_count key in 1404
WARN: No destroyable key in 1405
WARN: No dropable key in 1405
WARN: No tradeable key in 1405
WARN: No crystal_count key in 1405
WARN: No destroyable key in 1406
WARN: No dropable key in 1406
WARN: No tradeable key in 1406
WARN: No crystal_count key in 1406
WARN: No destroyable key in 1407
WARN: No dropable key in 1407
WARN: No tradeable key in 1407
WARN: No crystal_count key in 1407
WARN: No destroyable key in 1408
WARN: No dropable key in 1408
WARN: No tradeable key in 1408
WARN: No crystal_count key in 1408
WARN: No destroyable key in 1409
WARN: No dropable key in 1409
WARN: No tradeable key in 1409
WARN: No crystal_count key in 1409
WARN: No destroyable key in 1410
WARN: No dropable key in 1410
WARN: No tradeable key in 1410
WARN: No crystal_count key in 1410
WARN: No destroyable key in 1411
WARN: No dropable key in 1411
WARN: No tradeable key in 1411
WARN: No crystal_count key in 1411
WARN: No destroyable key in 1412
WARN: No dropable key in 1412
WARN: No tradeable key in 1412
WARN: No crystal_count key in 1412
WARN: No destroyable key in 1413
WARN: No dropable key in 1413
WARN: No tradeable key in 1413
WARN: No crystal_count key in 1413
WARN: No destroyable key in 1414
WARN: No dropable key in 1414
WARN: No tradeable key in 1414
WARN: No crystal_count key in 1414
WARN: No destroyable key in 1415
WARN: No dropable key in 1415
WARN: No tradeable key in 1415
WARN: No crystal_count key in 1415
WARN: No destroyable key in 1416
WARN: No dropable key in 1416
WARN: No tradeable key in 1416
WARN: No crystal_count key in 1416
WARN: No destroyable key in 1417
WARN: No dropable key in 1417
WARN: No tradeable key in 1417
WARN: No crystal_count key in 1417
WARN: No destroyable key in 1418
WARN: No dropable key in 1418
WARN: No tradeable key in 1418
WARN: No crystal_count key in 1418
WARN: No destroyable key in 1419
WARN: No dropable key in 1419
WARN: No tradeable key in 1419
WARN: No crystal_count key in 1419
WARN: No weight key in 1419
WARN: No destroyable key in 1420
WARN: No dropable key in 1420
WARN: No tradeable key in 1420
WARN: No crystal_count key in 1420
WARN: No price key in 1420
WARN: No weight key in 1420
WARN: No destroyable key in 1421
WARN: No dropable key in 1421
WARN: No tradeable key in 1421
WARN: No crystal_count key in 1421
WARN: No price key in 1421
WARN: No weight key in 1421
WARN: No destroyable key in 1422
WARN: No dropable key in 1422
WARN: No tradeable key in 1422
WARN: No crystal_count key in 1422
WARN: No price key in 1422
WARN: No weight key in 1422
WARN: No destroyable key in 1423
WARN: No dropable key in 1423
WARN: No tradeable key in 1423
WARN: No crystal_count key in 1423
WARN: No price key in 1423
WARN: No weight key in 1423
WARN: No destroyable key in 1424
WARN: No dropable key in 1424
WARN: No tradeable key in 1424
WARN: No crystal_count key in 1424
WARN: No price key in 1424
WARN: No weight key in 1424
WARN: No destroyable key in 1425
WARN: No dropable key in 1425
WARN: No tradeable key in 1425
WARN: No crystal_count key in 1425
WARN: No price key in 1425
WARN: No weight key in 1425
WARN: No destroyable key in 1426
WARN: No dropable key in 1426
WARN: No tradeable key in 1426
WARN: No crystal_count key in 1426
WARN: No price key in 1426
WARN: No weight key in 1426
WARN: No destroyable key in 1427
WARN: No dropable key in 1427
WARN: No tradeable key in 1427
WARN: No crystal_count key in 1427
WARN: No price key in 1427
WARN: No weight key in 1427
WARN: No destroyable key in 1428
WARN: No dropable key in 1428
WARN: No tradeable key in 1428
WARN: No crystal_count key in 1428
WARN: No price key in 1428
WARN: No weight key in 1428
WARN: No destroyable key in 1429
WARN: No dropable key in 1429
WARN: No tradeable key in 1429
WARN: No crystal_count key in 1429
WARN: No price key in 1429
WARN: No weight key in 1429
WARN: No destroyable key in 1430
WARN: No dropable key in 1430
WARN: No tradeable key in 1430
WARN: No crystal_count key in 1430
WARN: No price key in 1430
WARN: No weight key in 1430
WARN: No destroyable key in 1431
WARN: No dropable key in 1431
WARN: No tradeable key in 1431
WARN: No crystal_count key in 1431
WARN: No price key in 1431
WARN: No weight key in 1431
WARN: No destroyable key in 1432
WARN: No dropable key in 1432
WARN: No tradeable key in 1432
WARN: No crystal_count key in 1432
WARN: No price key in 1432
WARN: No weight key in 1432
WARN: No destroyable key in 1433
WARN: No dropable key in 1433
WARN: No tradeable key in 1433
WARN: No crystal_count key in 1433
WARN: No price key in 1433
WARN: No weight key in 1433
WARN: No destroyable key in 1434
WARN: No dropable key in 1434
WARN: No tradeable key in 1434
WARN: No crystal_count key in 1434
WARN: No price key in 1434
WARN: No weight key in 1434
WARN: No destroyable key in 1435
WARN: No dropable key in 1435
WARN: No tradeable key in 1435
WARN: No crystal_count key in 1435
WARN: No price key in 1435
WARN: No weight key in 1435
WARN: No destroyable key in 1436
WARN: No dropable key in 1436
WARN: No tradeable key in 1436
WARN: No crystal_count key in 1436
WARN: No price key in 1436
WARN: No weight key in 1436
WARN: No destroyable key in 1437
WARN: No dropable key in 1437
WARN: No tradeable key in 1437
WARN: No crystal_count key in 1437
WARN: No price key in 1437
WARN: No weight key in 1437
WARN: No destroyable key in 1438
WARN: No dropable key in 1438
WARN: No tradeable key in 1438
WARN: No crystal_count key in 1438
WARN: No price key in 1438
WARN: No weight key in 1438
WARN: No destroyable key in 1439
WARN: No dropable key in 1439
WARN: No tradeable key in 1439
WARN: No crystal_count key in 1439
WARN: No price key in 1439
WARN: No weight key in 1439
WARN: No destroyable key in 1440
WARN: No dropable key in 1440
WARN: No tradeable key in 1440
WARN: No crystal_count key in 1440
WARN: No price key in 1440
WARN: No weight key in 1440
WARN: No destroyable key in 1441
WARN: No dropable key in 1441
WARN: No tradeable key in 1441
WARN: No crystal_count key in 1441
WARN: No price key in 1441
WARN: No weight key in 1441
WARN: No destroyable key in 1442
WARN: No dropable key in 1442
WARN: No tradeable key in 1442
WARN: No crystal_count key in 1442
WARN: No price key in 1442
WARN: No weight key in 1442
WARN: No destroyable key in 1443
WARN: No dropable key in 1443
WARN: No tradeable key in 1443
WARN: No crystal_count key in 1443
WARN: No price key in 1443
WARN: No weight key in 1443
WARN: No destroyable key in 1444
WARN: No dropable key in 1444
WARN: No tradeable key in 1444
WARN: No crystal_count key in 1444
WARN: No price key in 1444
WARN: No weight key in 1444
WARN: No destroyable key in 1445
WARN: No dropable key in 1445
WARN: No tradeable key in 1445
WARN: No crystal_count key in 1445
WARN: No price key in 1445
WARN: No weight key in 1445
WARN: No destroyable key in 1446
WARN: No dropable key in 1446
WARN: No tradeable key in 1446
WARN: No crystal_count key in 1446
WARN: No price key in 1446
WARN: No weight key in 1446
WARN: No destroyable key in 1447
WARN: No dropable key in 1447
WARN: No tradeable key in 1447
WARN: No crystal_count key in 1447
WARN: No price key in 1447
WARN: No weight key in 1447
WARN: No destroyable key in 1448
WARN: No dropable key in 1448
WARN: No tradeable key in 1448
WARN: No crystal_count key in 1448
WARN: No price key in 1448
WARN: No weight key in 1448
WARN: No destroyable key in 1449
WARN: No dropable key in 1449
WARN: No tradeable key in 1449
WARN: No crystal_count key in 1449
WARN: No price key in 1449
WARN: No weight key in 1449
WARN: No destroyable key in 1450
WARN: No dropable key in 1450
WARN: No tradeable key in 1450
WARN: No crystal_count key in 1450
WARN: No price key in 1450
WARN: No weight key in 1450
WARN: No destroyable key in 1451
WARN: No dropable key in 1451
WARN: No tradeable key in 1451
WARN: No crystal_count key in 1451
WARN: No price key in 1451
WARN: No weight key in 1451
WARN: No destroyable key in 1452
WARN: No dropable key in 1452
WARN: No tradeable key in 1452
WARN: No crystal_count key in 1452
WARN: No price key in 1452
WARN: No weight key in 1452
WARN: No destroyable key in 1453
WARN: No dropable key in 1453
WARN: No tradeable key in 1453
WARN: No crystal_count key in 1453
WARN: No price key in 1453
WARN: No weight key in 1453
WARN: No destroyable key in 1454
WARN: No dropable key in 1454
WARN: No tradeable key in 1454
WARN: No crystal_count key in 1454
WARN: No price key in 1454
WARN: No weight key in 1454
WARN: No destroyable key in 1455
WARN: No dropable key in 1455
WARN: No tradeable key in 1455
WARN: No crystal_count key in 1455
WARN: No weight key in 1455
WARN: No destroyable key in 1456
WARN: No dropable key in 1456
WARN: No tradeable key in 1456
WARN: No crystal_count key in 1456
WARN: No weight key in 1456
WARN: No destroyable key in 1457
WARN: No dropable key in 1457
WARN: No tradeable key in 1457
WARN: No crystal_count key in 1457
WARN: No weight key in 1457
WARN: No destroyable key in 1458
WARN: No dropable key in 1458
WARN: No tradeable key in 1458
WARN: No crystal_count key in 1458
WARN: No weight key in 1458
WARN: No destroyable key in 1459
WARN: No dropable key in 1459
WARN: No tradeable key in 1459
WARN: No crystal_count key in 1459
WARN: No weight key in 1459
WARN: No destroyable key in 1460
WARN: No dropable key in 1460
WARN: No tradeable key in 1460
WARN: No crystal_count key in 1460
WARN: No weight key in 1460
WARN: No destroyable key in 1461
WARN: No dropable key in 1461
WARN: No tradeable key in 1461
WARN: No crystal_count key in 1461
WARN: No weight key in 1461
WARN: No destroyable key in 1462
WARN: No dropable key in 1462
WARN: No tradeable key in 1462
WARN: No crystal_count key in 1462
WARN: No weight key in 1462
WARN: No destroyable key in 1463
WARN: No dropable key in 1463
WARN: No tradeable key in 1463
WARN: No crystal_count key in 1463
WARN: No destroyable key in 1464
WARN: No dropable key in 1464
WARN: No tradeable key in 1464
WARN: No crystal_count key in 1464
WARN: No destroyable key in 1465
WARN: No dropable key in 1465
WARN: No tradeable key in 1465
WARN: No crystal_count key in 1465
WARN: No destroyable key in 1466
WARN: No dropable key in 1466
WARN: No tradeable key in 1466
WARN: No crystal_count key in 1466
WARN: No destroyable key in 1467
WARN: No dropable key in 1467
WARN: No tradeable key in 1467
WARN: No crystal_count key in 1467
WARN: No destroyable key in 1468
WARN: No dropable key in 1468
WARN: No tradeable key in 1468
WARN: No crystal_count key in 1468
WARN: No price key in 1468
WARN: No weight key in 1468
WARN: No destroyable key in 1469
WARN: No dropable key in 1469
WARN: No tradeable key in 1469
WARN: No crystal_count key in 1469
WARN: No price key in 1469
WARN: No weight key in 1469
WARN: No destroyable key in 1470
WARN: No dropable key in 1470
WARN: No tradeable key in 1470
WARN: No crystal_count key in 1470
WARN: No price key in 1470
WARN: No weight key in 1470
WARN: No destroyable key in 1471
WARN: No dropable key in 1471
WARN: No tradeable key in 1471
WARN: No destroyable key in 1472
WARN: No dropable key in 1472
WARN: No tradeable key in 1472
WARN: No destroyable key in 1473
WARN: No dropable key in 1473
WARN: No tradeable key in 1473
WARN: No crystal_count key in 1473
WARN: No price key in 1473
WARN: No weight key in 1473
WARN: No destroyable key in 1474
WARN: No dropable key in 1474
WARN: No tradeable key in 1474
WARN: No crystal_count key in 1474
WARN: No price key in 1474
WARN: No weight key in 1474
WARN: No destroyable key in 1475
WARN: No dropable key in 1475
WARN: No tradeable key in 1475
WARN: No crystal_count key in 1475
WARN: No price key in 1475
WARN: No weight key in 1475
WARN: No destroyable key in 1476
WARN: No dropable key in 1476
WARN: No tradeable key in 1476
WARN: No crystal_count key in 1476
WARN: No price key in 1476
WARN: No weight key in 1476
WARN: No destroyable key in 1477
WARN: No dropable key in 1477
WARN: No tradeable key in 1477
WARN: No crystal_count key in 1477
WARN: No price key in 1477
WARN: No weight key in 1477
WARN: No destroyable key in 1478
WARN: No dropable key in 1478
WARN: No tradeable key in 1478
WARN: No crystal_count key in 1478
WARN: No price key in 1478
WARN: No weight key in 1478
WARN: No destroyable key in 1479
WARN: No dropable key in 1479
WARN: No tradeable key in 1479
WARN: No crystal_count key in 1479
WARN: No price key in 1479
WARN: No weight key in 1479
WARN: No destroyable key in 1480
WARN: No dropable key in 1480
WARN: No tradeable key in 1480
WARN: No crystal_count key in 1480
WARN: No price key in 1480
WARN: No weight key in 1480
WARN: No destroyable key in 1481
WARN: No dropable key in 1481
WARN: No tradeable key in 1481
WARN: No crystal_count key in 1481
WARN: No price key in 1481
WARN: No weight key in 1481
WARN: No destroyable key in 1482
WARN: No dropable key in 1482
WARN: No tradeable key in 1482
WARN: No crystal_count key in 1482
WARN: No price key in 1482
WARN: No weight key in 1482
WARN: No destroyable key in 1483
WARN: No dropable key in 1483
WARN: No tradeable key in 1483
WARN: No crystal_count key in 1483
WARN: No price key in 1483
WARN: No weight key in 1483
WARN: No destroyable key in 1484
WARN: No dropable key in 1484
WARN: No tradeable key in 1484
WARN: No crystal_count key in 1484
WARN: No price key in 1484
WARN: No weight key in 1484
WARN: No destroyable key in 1485
WARN: No dropable key in 1485
WARN: No tradeable key in 1485
WARN: No crystal_count key in 1485
WARN: No price key in 1485
WARN: No weight key in 1485
WARN: No destroyable key in 1486
WARN: No dropable key in 1486
WARN: No tradeable key in 1486
WARN: No crystal_count key in 1486
WARN: No price key in 1486
WARN: No weight key in 1486
WARN: No destroyable key in 1487
WARN: No dropable key in 1487
WARN: No tradeable key in 1487
WARN: No crystal_count key in 1487
WARN: No price key in 1487
WARN: No weight key in 1487
WARN: No destroyable key in 1488
WARN: No dropable key in 1488
WARN: No tradeable key in 1488
WARN: No crystal_count key in 1488
WARN: No price key in 1488
WARN: No weight key in 1488
WARN: No destroyable key in 1489
WARN: No dropable key in 1489
WARN: No tradeable key in 1489
WARN: No crystal_count key in 1489
WARN: No price key in 1489
WARN: No weight key in 1489
WARN: No destroyable key in 1490
WARN: No dropable key in 1490
WARN: No tradeable key in 1490
WARN: No crystal_count key in 1490
WARN: No price key in 1490
WARN: No weight key in 1490
WARN: No destroyable key in 1491
WARN: No dropable key in 1491
WARN: No tradeable key in 1491
WARN: No crystal_count key in 1491
WARN: No price key in 1491
WARN: No weight key in 1491
WARN: No destroyable key in 1492
WARN: No dropable key in 1492
WARN: No tradeable key in 1492
WARN: No crystal_count key in 1492
WARN: No price key in 1492
WARN: No weight key in 1492
WARN: No destroyable key in 1493
WARN: No dropable key in 1493
WARN: No tradeable key in 1493
WARN: No crystal_count key in 1493
WARN: No price key in 1493
WARN: No weight key in 1493
WARN: No destroyable key in 1494
WARN: No dropable key in 1494
WARN: No tradeable key in 1494
WARN: No crystal_count key in 1494
WARN: No price key in 1494
WARN: No weight key in 1494
WARN: No destroyable key in 1495
WARN: No dropable key in 1495
WARN: No tradeable key in 1495
WARN: No crystal_count key in 1495
WARN: No price key in 1495
WARN: No weight key in 1495
WARN: No destroyable key in 1496
WARN: No dropable key in 1496
WARN: No tradeable key in 1496
WARN: No crystal_count key in 1496
WARN: No price key in 1496
WARN: No weight key in 1496
WARN: No destroyable key in 1497
WARN: No dropable key in 1497
WARN: No tradeable key in 1497
WARN: No crystal_count key in 1497
WARN: No price key in 1497
WARN: No weight key in 1497
WARN: No destroyable key in 1498
WARN: No dropable key in 1498
WARN: No tradeable key in 1498
WARN: No crystal_count key in 1498
WARN: No price key in 1498
WARN: No weight key in 1498
WARN: No destroyable key in 1499
WARN: No dropable key in 1499
WARN: No tradeable key in 1499
WARN: No crystal_count key in 1499
WARN: No price key in 1499
WARN: No weight key in 1499
INFO: Processing F:\projects\lucera3\dist\gameserver\data\items\1500-1599.xml...
WARN: No destroyable key in 1500
WARN: No dropable key in 1500
WARN: No tradeable key in 1500
WARN: No crystal_count key in 1500
WARN: No destroyable key in 1501
WARN: No dropable key in 1501
WARN: No tradeable key in 1501
WARN: No crystal_count key in 1501
WARN: No destroyable key in 1502
WARN: No dropable key in 1502
WARN: No tradeable key in 1502
WARN: No crystal_count key in 1502
WARN: No destroyable key in 1503
WARN: No dropable key in 1503
WARN: No tradeable key in 1503
WARN: No crystal_count key in 1503
WARN: No destroyable key in 1504
WARN: No dropable key in 1504
WARN: No tradeable key in 1504
WARN: No crystal_count key in 1504
WARN: No destroyable key in 1505
WARN: No dropable key in 1505
WARN: No tradeable key in 1505
WARN: No crystal_count key in 1505
WARN: No destroyable key in 1506
WARN: No dropable key in 1506
WARN: No tradeable key in 1506
WARN: No crystal_count key in 1506
WARN: No destroyable key in 1507
WARN: No dropable key in 1507
WARN: No tradeable key in 1507
WARN: No crystal_count key in 1507
WARN: No destroyable key in 1508
WARN: No dropable key in 1508
WARN: No tradeable key in 1508
WARN: No crystal_count key in 1508
WARN: No destroyable key in 1509
WARN: No dropable key in 1509
WARN: No tradeable key in 1509
WARN: No crystal_count key in 1509
WARN: No destroyable key in 1510
WARN: No dropable key in 1510
WARN: No tradeable key in 1510
WARN: No crystal_count key in 1510
WARN: No destroyable key in 1511
WARN: No dropable key in 1511
WARN: No tradeable key in 1511
WARN: No crystal_count key in 1511
WARN: No destroyable key in 1512
WARN: No dropable key in 1512
WARN: No tradeable key in 1512
WARN: No crystal_count key in 1512
WARN: No destroyable key in 1513
WARN: No dropable key in 1513
WARN: No tradeable key in 1513
WARN: No crystal_count key in 1513
WARN: No destroyable key in 1514
WARN: No dropable key in 1514
WARN: No tradeable key in 1514
WARN: No crystal_count key in 1514
WARN: No destroyable key in 1515
WARN: No dropable key in 1515
WARN: No tradeable key in 1515
WARN: No crystal_count key in 1515
WARN: No destroyable key in 1516
WARN: No dropable key in 1516
WARN: No tradeable key in 1516
WARN: No crystal_count key in 1516
WARN: No destroyable key in 1517
WARN: No dropable key in 1517
WARN: No tradeable key in 1517
WARN: No crystal_count key in 1517
WARN: No destroyable key in 1518
WARN: No dropable key in 1518
WARN: No tradeable key in 1518
WARN: No crystal_count key in 1518
WARN: No destroyable key in 1519
WARN: No dropable key in 1519
WARN: No tradeable key in 1519
WARN: No crystal_count key in 1519
WARN: No destroyable key in 1520
WARN: No dropable key in 1520
WARN: No tradeable key in 1520
WARN: No crystal_count key in 1520
WARN: No destroyable key in 1521
WARN: No dropable key in 1521
WARN: No tradeable key in 1521
WARN: No crystal_count key in 1521
WARN: No destroyable key in 1522
WARN: No dropable key in 1522
WARN: No tradeable key in 1522
WARN: No crystal_count key in 1522
WARN: No destroyable key in 1523
WARN: No dropable key in 1523
WARN: No tradeable key in 1523
WARN: No crystal_count key in 1523
WARN: No destroyable key in 1524
WARN: No dropable key in 1524
WARN: No tradeable key in 1524
WARN: No crystal_count key in 1524
WARN: No destroyable key in 1525
WARN: No dropable key in 1525
WARN: No tradeable key in 1525
WARN: No crystal_count key in 1525
WARN: No destroyable key in 1526
WARN: No dropable key in 1526
WARN: No tradeable key in 1526
WARN: No crystal_count key in 1526
WARN: No destroyable key in 1527
WARN: No dropable key in 1527
WARN: No tradeable key in 1527
WARN: No crystal_count key in 1527
WARN: No destroyable key in 1528
WARN: No dropable key in 1528
WARN: No tradeable key in 1528
WARN: No crystal_count key in 1528
WARN: No destroyable key in 1529
WARN: No dropable key in 1529
WARN: No tradeable key in 1529
WARN: No crystal_count key in 1529
WARN: No destroyable key in 1530
WARN: No dropable key in 1530
WARN: No tradeable key in 1530
WARN: No crystal_count key in 1530
WARN: No destroyable key in 1531
WARN: No dropable key in 1531
WARN: No tradeable key in 1531
WARN: No crystal_count key in 1531
WARN: No destroyable key in 1532
WARN: No dropable key in 1532
WARN: No tradeable key in 1532
WARN: No crystal_count key in 1532
WARN: No destroyable key in 1533
WARN: No dropable key in 1533
WARN: No tradeable key in 1533
WARN: No crystal_count key in 1533
WARN: No destroyable key in 1534
WARN: No dropable key in 1534
WARN: No tradeable key in 1534
WARN: No crystal_count key in 1534
WARN: No destroyable key in 1535
WARN: No dropable key in 1535
WARN: No tradeable key in 1535
WARN: No crystal_count key in 1535
WARN: No destroyable key in 1536
WARN: No dropable key in 1536
WARN: No tradeable key in 1536
WARN: No crystal_count key in 1536
WARN: No destroyable key in 1537
WARN: No dropable key in 1537
WARN: No tradeable key in 1537
WARN: No crystal_count key in 1537
WARN: No destroyable key in 1538
WARN: No dropable key in 1538
WARN: No tradeable key in 1538
WARN: No crystal_count key in 1538
WARN: No destroyable key in 1539
WARN: No dropable key in 1539
WARN: No tradeable key in 1539
WARN: No crystal_count key in 1539
WARN: No destroyable key in 1540
WARN: No dropable key in 1540
WARN: No tradeable key in 1540
WARN: No crystal_count key in 1540
WARN: No destroyable key in 1541
WARN: No dropable key in 1541
WARN: No tradeable key in 1541
WARN: No crystal_count key in 1541
WARN: No price key in 1541
WARN: No weight key in 1541
WARN: No destroyable key in 1542
WARN: No dropable key in 1542
WARN: No tradeable key in 1542
WARN: No crystal_count key in 1542
WARN: No price key in 1542
WARN: No weight key in 1542
WARN: No destroyable key in 1543
WARN: No dropable key in 1543
WARN: No tradeable key in 1543
WARN: No crystal_count key in 1543
WARN: No price key in 1543
WARN: No weight key in 1543
WARN: No destroyable key in 1544
WARN: No dropable key in 1544
WARN: No tradeable key in 1544
WARN: No crystal_count key in 1544
WARN: No price key in 1544
WARN: No weight key in 1544
WARN: No destroyable key in 1545
WARN: No dropable key in 1545
WARN: No tradeable key in 1545
WARN: No crystal_count key in 1545
WARN: No price key in 1545
WARN: No weight key in 1545
WARN: No destroyable key in 1546
WARN: No dropable key in 1546
WARN: No tradeable key in 1546
WARN: No crystal_count key in 1546
WARN: No price key in 1546
WARN: No weight key in 1546
WARN: No destroyable key in 1547
WARN: No dropable key in 1547
WARN: No tradeable key in 1547
WARN: No crystal_count key in 1547
WARN: No price key in 1547
WARN: No weight key in 1547
WARN: No destroyable key in 1548
WARN: No dropable key in 1548
WARN: No tradeable key in 1548
WARN: No crystal_count key in 1548
WARN: No price key in 1548
WARN: No weight key in 1548
WARN: No destroyable key in 1549
WARN: No dropable key in 1549
WARN: No tradeable key in 1549
WARN: No crystal_count key in 1549
WARN: No price key in 1549
WARN: No weight key in 1549
WARN: No destroyable key in 1550
WARN: No dropable key in 1550
WARN: No tradeable key in 1550
WARN: No crystal_count key in 1550
WARN: No price key in 1550
WARN: No weight key in 1550
WARN: No destroyable key in 1551
WARN: No dropable key in 1551
WARN: No tradeable key in 1551
WARN: No crystal_count key in 1551
WARN: No price key in 1551
WARN: No weight key in 1551
WARN: No destroyable key in 1552
WARN: No dropable key in 1552
WARN: No tradeable key in 1552
WARN: No crystal_count key in 1552
WARN: No price key in 1552
WARN: No weight key in 1552
WARN: No destroyable key in 1553
WARN: No dropable key in 1553
WARN: No tradeable key in 1553
WARN: No crystal_count key in 1553
WARN: No price key in 1553
WARN: No weight key in 1553
WARN: No destroyable key in 1554
WARN: No dropable key in 1554
WARN: No tradeable key in 1554
WARN: No crystal_count key in 1554
WARN: No price key in 1554
WARN: No weight key in 1554
WARN: No destroyable key in 1555
WARN: No dropable key in 1555
WARN: No tradeable key in 1555
WARN: No crystal_count key in 1555
WARN: No price key in 1555
WARN: No weight key in 1555
WARN: No destroyable key in 1556
WARN: No dropable key in 1556
WARN: No tradeable key in 1556
WARN: No crystal_count key in 1556
WARN: No price key in 1556
WARN: No weight key in 1556
WARN: No destroyable key in 1557
WARN: No dropable key in 1557
WARN: No tradeable key in 1557
WARN: No crystal_count key in 1557
WARN: No price key in 1557
WARN: No weight key in 1557
WARN: No destroyable key in 1558
WARN: No dropable key in 1558
WARN: No tradeable key in 1558
WARN: No crystal_count key in 1558
WARN: No price key in 1558
WARN: No weight key in 1558
WARN: No destroyable key in 1559
WARN: No dropable key in 1559
WARN: No tradeable key in 1559
WARN: No crystal_count key in 1559
WARN: No price key in 1559
WARN: No weight key in 1559
WARN: No destroyable key in 1560
WARN: No dropable key in 1560
WARN: No tradeable key in 1560
WARN: No crystal_count key in 1560
WARN: No price key in 1560
WARN: No weight key in 1560
WARN: No destroyable key in 1561
WARN: No dropable key in 1561
WARN: No tradeable key in 1561
WARN: No crystal_count key in 1561
WARN: No price key in 1561
WARN: No weight key in 1561
WARN: No destroyable key in 1562
WARN: No dropable key in 1562
WARN: No tradeable key in 1562
WARN: No crystal_count key in 1562
WARN: No price key in 1562
WARN: No weight key in 1562
WARN: No destroyable key in 1563
WARN: No dropable key in 1563
WARN: No tradeable key in 1563
WARN: No crystal_count key in 1563
WARN: No price key in 1563
WARN: No weight key in 1563
WARN: No destroyable key in 1564
WARN: No dropable key in 1564
WARN: No tradeable key in 1564
WARN: No crystal_count key in 1564
WARN: No price key in 1564
WARN: No weight key in 1564
WARN: No destroyable key in 1565
WARN: No dropable key in 1565
WARN: No tradeable key in 1565
WARN: No crystal_count key in 1565
WARN: No price key in 1565
WARN: No weight key in 1565
WARN: No destroyable key in 1566
WARN: No dropable key in 1566
WARN: No tradeable key in 1566
WARN: No crystal_count key in 1566
WARN: No price key in 1566
WARN: No weight key in 1566
WARN: No destroyable key in 1567
WARN: No dropable key in 1567
WARN: No tradeable key in 1567
WARN: No crystal_count key in 1567
WARN: No price key in 1567
WARN: No weight key in 1567
WARN: No destroyable key in 1568
WARN: No dropable key in 1568
WARN: No tradeable key in 1568
WARN: No crystal_count key in 1568
WARN: No price key in 1568
WARN: No weight key in 1568
WARN: No destroyable key in 1569
WARN: No dropable key in 1569
WARN: No tradeable key in 1569
WARN: No crystal_count key in 1569
WARN: No price key in 1569
WARN: No weight key in 1569
WARN: No destroyable key in 1570
WARN: No dropable key in 1570
WARN: No tradeable key in 1570
WARN: No crystal_count key in 1570
WARN: No price key in 1570
WARN: No weight key in 1570
WARN: No destroyable key in 1571
WARN: No dropable key in 1571
WARN: No tradeable key in 1571
WARN: No crystal_count key in 1571
WARN: No price key in 1571
WARN: No weight key in 1571
WARN: No destroyable key in 1572
WARN: No dropable key in 1572
WARN: No tradeable key in 1572
WARN: No crystal_count key in 1572
WARN: No price key in 1572
WARN: No weight key in 1572
WARN: No destroyable key in 1573
WARN: No dropable key in 1573
WARN: No tradeable key in 1573
WARN: No crystal_count key in 1573
WARN: No price key in 1573
WARN: No weight key in 1573
WARN: No destroyable key in 1574
WARN: No dropable key in 1574
WARN: No tradeable key in 1574
WARN: No crystal_count key in 1574
WARN: No price key in 1574
WARN: No weight key in 1574
WARN: No destroyable key in 1575
WARN: No dropable key in 1575
WARN: No tradeable key in 1575
WARN: No crystal_count key in 1575
WARN: No price key in 1575
WARN: No weight key in 1575
WARN: No destroyable key in 1576
WARN: No dropable key in 1576
WARN: No tradeable key in 1576
WARN: No crystal_count key in 1576
WARN: No price key in 1576
WARN: No weight key in 1576
WARN: No destroyable key in 1577
WARN: No dropable key in 1577
WARN: No tradeable key in 1577
WARN: No crystal_count key in 1577
WARN: No price key in 1577
WARN: No weight key in 1577
WARN: No destroyable key in 1578
WARN: No dropable key in 1578
WARN: No tradeable key in 1578
WARN: No crystal_count key in 1578
WARN: No price key in 1578
WARN: No weight key in 1578
WARN: No destroyable key in 1579
WARN: No dropable key in 1579
WARN: No tradeable key in 1579
WARN: No crystal_count key in 1579
WARN: No price key in 1579
WARN: No weight key in 1579
WARN: No destroyable key in 1580
WARN: No dropable key in 1580
WARN: No tradeable key in 1580
WARN: No crystal_count key in 1580
WARN: No price key in 1580
WARN: No weight key in 1580
WARN: No destroyable key in 1581
WARN: No dropable key in 1581
WARN: No tradeable key in 1581
